customer_id,profile,priority,items,payment_method,arrival_time_s,service_start_s,service_end_s,wait_time_s,service_time_s,total_time_s,arrival_hour,total_revenue_clp,cart_categories,cart_category_revenue_clp,cart_items,total_profit_clp,cart_category_profit_clp,lane_name,lane_type,queue_request_priority,patience_s,outcome,balk_reason,abandon_reason
11,self_checkout_fan,no_priority,19,card,370.79219925401827,370.79219925401827,462.8859505722779,0.0,92.09375131825965,92.09375131825965,8,37500,"{""produce"": 1, ""grocery"": 3, ""meat"": 0, ""dairy"": 3, ""bakery"": 0, ""beverages"": 1, ""household"": 3, ""personal_care"": 2, ""frozen"": 1, ""prepared"": 2, ""other"": 3}","{""produce"": 1200, ""grocery"": 4800, ""meat"": 0, ""dairy"": 3000, ""bakery"": 0, ""beverages"": 1600, ""household"": 8500, ""personal_care"": 7100, ""frozen"": 3700, ""prepared"": 4400, ""other"": 3200}",,4800,"{""produce"": 120, ""grocery"": 420, ""meat"": 0, ""dairy"": 300, ""bakery"": 0, ""beverages"": 190, ""household"": 1090, ""personal_care"": 1110, ""frozen"": 470, ""prepared"": 730, ""other"": 370}",regular-9,regular,1,209.40372969325077,served,,
12,self_checkout_fan,no_priority,21,card,383.3399855856154,383.3399855856154,505.2091508801682,0.0,121.86916529455279,121.86916529455277,8,38900,"{""produce"": 0, ""grocery"": 1, ""meat"": 0, ""dairy"": 6, ""bakery"": 0, ""beverages"": 6, ""household"": 1, ""personal_care"": 4, ""frozen"": 0, ""prepared"": 1, ""other"": 2}","{""produce"": 0, ""grocery"": 1400, ""meat"": 0, ""dairy"": 7400, ""bakery"": 0, ""beverages"": 8100, ""household"": 1200, ""personal_care"": 13400, ""frozen"": 0, ""prepared"": 2100, ""other"": 5300}",,5000,"{""produce"": 0, ""grocery"": 130, ""meat"": 0, ""dairy"": 710, ""bakery"": 0, ""beverages"": 950, ""household"": 150, ""personal_care"": 2090, ""frozen"": 0, ""prepared"": 350, ""other"": 620}",regular-7,regular,1,442.17738237118215,served,,
13,express_basket,no_priority,4,card,642.3294807987667,642.3294807987667,665.5615871524003,0.0,23.23210635363369,23.23210635363364,8,12800,"{""produce"": 0, ""grocery"": 0, ""meat"": 0, ""dairy"": 0, ""bakery"": 2, ""beverages"": 0, ""household"": 0, ""personal_care"": 1, ""frozen"": 0, ""prepared"": 0, ""other"": 1}","{""produce"": 0, ""grocery"": 0, ""meat"": 0, ""dairy"": 0, ""bakery"": 1700, ""beverages"": 0, ""household"": 0, ""personal_care"": 9300, ""frozen"": 0, ""prepared"": 0, ""other"": 1800}",,1940,"{""produce"": 0, ""grocery"": 0, ""meat"": 0, ""dairy"": 0, ""bakery"": 240, ""beverages"": 0, ""household"": 0, ""personal_care"": 1490, ""frozen"": 0, ""prepared"": 0, ""other"": 210}",express-3,express,1,62.10584673174748,served,,
14,weekly_planner,no_priority,19,cash,644.3367260050518,644.3367260050518,783.8224679041425,0.0,139.4857418990907,139.48574189909073,8,73500,"{""produce"": 0, ""grocery"": 4, ""meat"": 5, ""dairy"": 1, ""bakery"": 3, ""beverages"": 0, ""household"": 1, ""personal_care"": 1, ""frozen"": 0, ""prepared"": 2, ""other"": 2}","{""produce"": 0, ""grocery"": 6000, ""meat"": 41700, ""dairy"": 1500, ""bakery"": 2200, ""beverages"": 0, ""household"": 2600, ""personal_care"": 2900, ""frozen"": 0, ""prepared"": 9200, ""other"": 7400}",,7560,"{""produce"": 0, ""grocery"": 540, ""meat"": 3330, ""dairy"": 150, ""bakery"": 310, ""beverages"": 0, ""household"": 340, ""personal_care"": 460, ""frozen"": 0, ""prepared"": 1550, ""other"": 880}",regular-8,regular,1,453.6616686247347,served,,
15,weekly_planner,senior,61,card,671.0422596526761,671.0422596526761,1003.9517242801803,0.0,332.90946462750424,332.90946462750424,8,146300,"{""produce"": 3, ""grocery"": 2, ""meat"": 12, ""dairy"": 13, ""bakery"": 9, ""beverages"": 6, ""household"": 7, ""personal_care"": 4, ""frozen"": 0, ""prepared"": 5, ""other"": 0}","{""produce"": 3100, ""grocery"": 4100, ""meat"": 62000, ""dairy"": 16200, ""bakery"": 9500, ""beverages"": 6500, ""household"": 13500, ""personal_care"": 14800, ""frozen"": 0, ""prepared"": 16600, ""other"": 0}",,16290,"{""produce"": 310, ""grocery"": 370, ""meat"": 4970, ""dairy"": 1620, ""bakery"": 1330, ""beverages"": 770, ""household"": 1740, ""personal_care"": 2360, ""frozen"": 0, ""prepared"": 2820, ""other"": 0}",regular-7,regular,1,221.51551570115987,served,,
16,self_checkout_fan,no_priority,15,card,815.8090062358223,815.8090062358223,887.4510583043891,0.0,71.64205206856678,71.64205206856684,8,31000,"{""produce"": 0, ""grocery"": 0, ""meat"": 0, ""dairy"": 1, ""bakery"": 6, ""beverages"": 2, ""household"": 1, ""personal_care"": 1, ""frozen"": 3, ""prepared"": 1, ""other"": 0}","{""produce"": 0, ""grocery"": 0, ""meat"": 0, ""dairy"": 1100, ""bakery"": 7300, ""beverages"": 2300, ""household"": 2400, ""personal_care"": 5600, ""frozen"": 8500, ""prepared"": 3800, ""other"": 0}",,4280,"{""produce"": 0, ""grocery"": 0, ""meat"": 0, ""dairy"": 110, ""bakery"": 990, ""beverages"": 280, ""household"": 310, ""personal_care"": 870, ""frozen"": 1080, ""prepared"": 640, ""other"": 0}",regular-8,regular,1,417.7725864638392,served,,
17,express_basket,no_priority,7,cash,821.8833069677293,821.8833069677293,879.8531059142529,0.0,57.96979894652367,57.96979894652361,8,17200,"{""produce"": 0, ""grocery"": 5, ""meat"": 0, ""dairy"": 0, ""bakery"": 0, ""beverages"": 0, ""household"": 0, ""personal_care"": 0, ""frozen"": 0, ""prepared"": 2, ""other"": 0}","{""produce"": 0, ""grocery"": 10700, ""meat"": 0, ""dairy"": 0, ""bakery"": 0, ""beverages"": 0, ""household"": 0, ""personal_care"": 0, ""frozen"": 0, ""prepared"": 6500, ""other"": 0}",,2080,"{""produce"": 0, ""grocery"": 960, ""meat"": 0, ""dairy"": 0, ""bakery"": 0, ""beverages"": 0, ""household"": 0, ""personal_care"": 0, ""frozen"": 0, ""prepared"": 1120, ""other"": 0}",express-3,express,1,296.41457042627735,served,,
18,express_basket,pregnant,5,card,967.066203309955,967.066203309955,1016.0199798601685,0.0,48.95377655021352,48.95377655021355,8,10400,"{""produce"": 0, ""grocery"": 0, ""meat"": 0, ""dairy"": 1, ""bakery"": 0, ""beverages"": 1, ""household"": 0, ""personal_care"": 1, ""frozen"": 1, ""prepared"": 1, ""other"": 0}","{""produce"": 0, ""grocery"": 0, ""meat"": 0, ""dairy"": 1900, ""bakery"": 0, ""beverages"": 800, ""household"": 0, ""personal_care"": 4200, ""frozen"": 1700, ""prepared"": 1800, ""other"": 0}",,1480,"{""produce"": 0, ""grocery"": 0, ""meat"": 0, ""dairy"": 190, ""bakery"": 0, ""beverages"": 100, ""household"": 0, ""personal_care"": 680, ""frozen"": 210, ""prepared"": 300, ""other"": 0}",express-2,express,1,395.6247722182709,served,,
19,regular,no_priority,15,card,1024.7784334959365,1024.7784334959365,1128.7214548442803,0.0,103.94302134834372,103.94302134834379,8,27300,"{""produce"": 3, ""grocery"": 1, ""meat"": 0, ""dairy"": 4, ""bakery"": 1, ""beverages"": 1, ""household"": 3, ""personal_care"": 2, ""frozen"": 0, ""prepared"": 0, ""other"": 0}","{""produce"": 4200, ""grocery"": 2900, ""meat"": 0, ""dairy"": 3700, ""bakery"": 500, ""beverages"": 1700, ""household"": 8100, ""personal_care"": 6200, ""frozen"": 0, ""prepared"": 0, ""other"": 0}",,3380,"{""produce"": 420, ""grocery"": 260, ""meat"": 0, ""dairy"": 370, ""bakery"": 70, ""beverages"": 200, ""household"": 1060, ""personal_care"": 1000, ""frozen"": 0, ""prepared"": 0, ""other"": 0}",regular-3,regular,1,304.77518096162584,served,,
20,express_basket,no_priority,14,card,1051.847953192462,1051.847953192462,1135.4610419314856,0.0,83.61308873902361,83.61308873902362,8,37800,"{""produce"": 0, ""grocery"": 2, ""meat"": 1, ""dairy"": 2, ""bakery"": 1, ""beverages"": 2, ""household"": 0, ""personal_care"": 0, ""frozen"": 1, ""prepared"": 5, ""other"": 0}","{""produce"": 0, ""grocery"": 5000, ""meat"": 6600, ""dairy"": 3100, ""bakery"": 800, ""beverages"": 2500, ""household"": 0, ""personal_care"": 0, ""frozen"": 3400, ""prepared"": 16400, ""other"": 0}",,4950,"{""produce"": 0, ""grocery"": 450, ""meat"": 530, ""dairy"": 310, ""bakery"": 120, ""beverages"": 300, ""household"": 0, ""personal_care"": 0, ""frozen"": 440, ""prepared"": 2800, ""other"": 0}",regular-1,regular,1,226.31331598898697,served,,
21,family_cart,no_priority,135,card,1058.4882844848266,1058.4882844848266,1695.6062756284969,0.0,637.1179911436702,637.1179911436702,8,281000,"{""produce"": 8, ""grocery"": 30, ""meat"": 8, ""dairy"": 31, ""bakery"": 0, ""beverages"": 16, ""household"": 21, ""personal_care"": 3, ""frozen"": 6, ""prepared"": 5, ""other"": 7}","{""produce"": 11500, ""grocery"": 53900, ""meat"": 42600, ""dairy"": 36800, ""bakery"": 0, ""beverages"": 18000, ""household"": 61800, ""personal_care"": 12600, ""frozen"": 21000, ""prepared"": 15600, ""other"": 7200}",,31530,"{""produce"": 1150, ""grocery"": 4820, ""meat"": 3420, ""dairy"": 3680, ""bakery"": 0, ""beverages"": 2170, ""household"": 8040, ""personal_care"": 2020, ""frozen"": 2720, ""prepared"": 2650, ""other"": 860}",regular-10,regular,1,950.5737859225038,served,,
22,family_cart,reduced_mobility,58,cash,1072.0796861565934,1072.0796861565934,1335.8745891108715,0.0,263.79490295427803,263.7949029542781,8,142700,"{""produce"": 0, ""grocery"": 6, ""meat"": 6, ""dairy"": 5, ""bakery"": 3, ""beverages"": 11, ""household"": 7, ""personal_care"": 3, ""frozen"": 5, ""prepared"": 0, ""other"": 12}","{""produce"": 0, ""grocery"": 9400, ""meat"": 41300, ""dairy"": 5700, ""bakery"": 3400, ""beverages"": 12800, ""household"": 15500, ""personal_care"": 8200, ""frozen"": 16100, ""prepared"": 0, ""other"": 30300}",,15790,"{""produce"": 0, ""grocery"": 860, ""meat"": 3310, ""dairy"": 570, ""bakery"": 480, ""beverages"": 1530, ""household"": 2010, ""personal_care"": 1310, ""frozen"": 2100, ""prepared"": 0, ""other"": 3620}",regular-2,regular,1,1359.9959057130757,served,,
23,family_cart,no_priority,27,card,1096.1935872320914,1096.1935872320914,1217.4387208805074,0.0,121.24513364841604,121.24513364841596,8,66000,"{""produce"": 7, ""grocery"": 3, ""meat"": 3, ""dairy"": 2, ""bakery"": 2, ""beverages"": 4, ""household"": 1, ""personal_care"": 0, ""frozen"": 2, ""prepared"": 2, ""other"": 1}","{""produce"": 10500, ""grocery"": 3900, ""meat"": 20300, ""dairy"": 1700, ""bakery"": 1300, ""beverages"": 3500, ""household"": 1800, ""personal_care"": 0, ""frozen"": 11000, ""prepared"": 7800, ""other"": 4200}",,7310,"{""produce"": 1050, ""grocery"": 350, ""meat"": 1620, ""dairy"": 170, ""bakery"": 190, ""beverages"": 430, ""household"": 240, ""personal_care"": 0, ""frozen"": 1430, ""prepared"": 1330, ""other"": 500}",regular-4,regular,1,381.5616791751032,served,,
24,family_cart,no_priority,25,card,1109.3880404470867,1109.3880404470867,1227.843922642475,0.0,118.45588219538826,118.45588219538831,8,72400,"{""produce"": 2, ""grocery"": 5, ""meat"": 3, ""dairy"": 5, ""bakery"": 1, ""beverages"": 1, ""household"": 2, ""personal_care"": 4, ""frozen"": 1, ""prepared"": 0, ""other"": 1}","{""produce"": 2300, ""grocery"": 9100, ""meat"": 17500, ""dairy"": 6000, ""bakery"": 1400, ""beverages"": 900, ""household"": 5000, ""personal_care"": 26800, ""frozen"": 2200, ""prepared"": 0, ""other"": 1200}",,8710,"{""produce"": 230, ""grocery"": 810, ""meat"": 1390, ""dairy"": 600, ""bakery"": 190, ""beverages"": 110, ""household"": 660, ""personal_care"": 4280, ""frozen"": 290, ""prepared"": 0, ""other"": 150}",regular-6,regular,1,58.40095559023714,served,,
25,express_basket,no_priority,31,card,1151.9274241438907,1151.9274241438907,1267.8099690247273,0.0,115.88254488083659,115.88254488083658,8,54700,"{""produce"": 0, ""grocery"": 0, ""meat"": 0, ""dairy"": 1, ""bakery"": 6, ""beverages"": 5, ""household"": 0, ""personal_care"": 0, ""frozen"": 4, ""prepared"": 4, ""other"": 11}","{""produce"": 0, ""grocery"": 0, ""meat"": 0, ""dairy"": 800, ""bakery"": 7600, ""beverages"": 7200, ""household"": 0, ""personal_care"": 0, ""frozen"": 10200, ""prepared"": 13700, ""other"": 15200}",,7500,"{""produce"": 0, ""grocery"": 0, ""meat"": 0, ""dairy"": 80, ""bakery"": 1080, ""beverages"": 860, ""household"": 0, ""personal_care"": 0, ""frozen"": 1320, ""prepared"": 2330, ""other"": 1830}",regular-8,regular,1,576.3339319128377,served,,
26,family_cart,senior,49,card,1223.4367448514356,1223.4367448514356,1450.4273850640893,0.0,226.99064021265374,226.99064021265372,8,115600,"{""produce"": 4, ""grocery"": 10, ""meat"": 4, ""dairy"": 7, ""bakery"": 5, ""beverages"": 2, ""household"": 1, ""personal_care"": 1, ""frozen"": 5, ""prepared"": 6, ""other"": 4}","{""produce"": 5600, ""grocery"": 19700, ""meat"": 25100, ""dairy"": 7900, ""bakery"": 5000, ""beverages"": 3000, ""household"": 2100, ""personal_care"": 3700, ""frozen"": 13500, ""prepared"": 25200, ""other"": 4800}",,13660,"{""produce"": 560, ""grocery"": 1760, ""meat"": 2010, ""dairy"": 790, ""bakery"": 690, ""beverages"": 360, ""household"": 270, ""personal_care"": 590, ""frozen"": 1750, ""prepared"": 4300, ""other"": 580}",regular-7,regular,1,2454.654282314223,served,,
27,weekly_planner,no_priority,167,cash,1239.8086754228432,1239.8086754228432,1718.868500724519,0.0,479.0598253016758,479.0598253016758,8,308600,"{""produce"": 32, ""grocery"": 28, ""meat"": 10, ""dairy"": 44, ""bakery"": 9, ""beverages"": 12, ""household"": 14, ""personal_care"": 2, ""frozen"": 7, ""prepared"": 3, ""other"": 6}","{""produce"": 42500, ""grocery"": 50400, ""meat"": 58800, ""dairy"": 54500, ""bakery"": 9900, ""beverages"": 12100, ""household"": 30900, ""personal_care"": 8100, ""frozen"": 24200, ""prepared"": 9200, ""other"": 8000}",,32730,"{""produce"": 4250, ""grocery"": 4540, ""meat"": 4700, ""dairy"": 5450, ""bakery"": 1380, ""beverages"": 1450, ""household"": 3990, ""personal_care"": 1290, ""frozen"": 3150, ""prepared"": 1550, ""other"": 980}",regular-4,regular,1,545.4797717478101,served,,
28,express_basket,no_priority,10,card,1410.4849778801085,1410.4849778801085,1481.152920272895,0.0,70.6679423927865,70.66794239278647,8,27800,"{""produce"": 0, ""grocery"": 5, ""meat"": 0, ""dairy"": 0, ""bakery"": 0, ""beverages"": 1, ""household"": 1, ""personal_care"": 1, ""frozen"": 0, ""prepared"": 2, ""other"": 0}","{""produce"": 0, ""grocery"": 11300, ""meat"": 0, ""dairy"": 0, ""bakery"": 0, ""beverages"": 1300, ""household"": 2700, ""personal_care"": 2600, ""frozen"": 0, ""prepared"": 9900, ""other"": 0}",,3640,"{""produce"": 0, ""grocery"": 1020, ""meat"": 0, ""dairy"": 0, ""bakery"": 0, ""beverages"": 160, ""household"": 350, ""personal_care"": 420, ""frozen"": 0, ""prepared"": 1690, ""other"": 0}",express-2,express,1,48.68570207214798,served,,
29,weekly_planner,no_priority,53,card,1412.0143578813038,1412.0143578813038,1605.6977363379808,0.0,193.68337845667702,193.68337845667702,8,125200,"{""produce"": 17, ""grocery"": 9, ""meat"": 3, ""dairy"": 5, ""bakery"": 1, ""beverages"": 2, ""household"": 6, ""personal_care"": 2, ""frozen"": 2, ""prepared"": 5, ""other"": 1}","{""produce"": 20500, ""grocery"": 19800, ""meat"": 29800, ""dairy"": 5100, ""bakery"": 600, ""beverages"": 2600, ""household"": 14200, ""personal_care"": 6300, ""frozen"": 4400, ""prepared"": 21300, ""other"": 600}",,14230,"{""produce"": 2050, ""grocery"": 1770, ""meat"": 2390, ""dairy"": 510, ""bakery"": 80, ""beverages"": 310, ""household"": 1850, ""personal_care"": 1010, ""frozen"": 570, ""prepared"": 3620, ""other"": 70}",regular-3,regular,1,45.03107664567172,served,,
30,family_cart,no_priority,109,cash,1575.214583571702,1575.214583571702,2005.929339582362,0.0,430.71475601066004,430.71475601066004,8,239100,"{""produce"": 10, ""grocery"": 32, ""meat"": 11, ""dairy"": 14, ""bakery"": 14, ""beverages"": 6, ""household"": 9, ""personal_care"": 1, ""frozen"": 2, ""prepared"": 7, ""other"": 3}","{""produce"": 11400, ""grocery"": 54400, ""meat"": 71400, ""dairy"": 16200, ""bakery"": 13500, ""beverages"": 6900, ""household"": 20500, ""personal_care"": 4900, ""frozen"": 4900, ""prepared"": 28000, ""other"": 7000}",,25790,"{""produce"": 1140, ""grocery"": 4870, ""meat"": 5740, ""dairy"": 1620, ""bakery"": 1920, ""beverages"": 840, ""household"": 2640, ""personal_care"": 780, ""frozen"": 630, ""prepared"": 4770, ""other"": 840}",regular-1,regular,1,555.2976461064335,served,,
31,weekly_planner,no_priority,27,cash,1656.9502633669877,1656.9502633669877,1758.2489021723622,0.0,101.2986388053746,101.2986388053746,8,58400,"{""produce"": 3, ""grocery"": 3, ""meat"": 1, ""dairy"": 2, ""bakery"": 3, ""beverages"": 6, ""household"": 0, ""personal_care"": 2, ""frozen"": 3, ""prepared"": 1, ""other"": 3}","{""produce"": 4300, ""grocery"": 6200, ""meat"": 3600, ""dairy"": 3500, ""bakery"": 3000, ""beverages"": 9000, ""household"": 0, ""personal_care"": 11200, ""frozen"": 8200, ""prepared"": 1800, ""other"": 7600}",,7210,"{""produce"": 430, ""grocery"": 560, ""meat"": 290, ""dairy"": 350, ""bakery"": 420, ""beverages"": 1090, ""household"": 0, ""personal_care"": 1790, ""frozen"": 1060, ""prepared"": 310, ""other"": 910}",regular-5,regular,1,658.3894000575046,served,,
32,express_basket,no_priority,15,card,1665.255855546369,1665.255855546369,1755.3917872169716,0.0,90.13593167060253,90.13593167060253,8,33100,"{""produce"": 0, ""grocery"": 2, ""meat"": 0, ""dairy"": 3, ""bakery"": 6, ""beverages"": 0, ""household"": 0, ""personal_care"": 2, ""frozen"": 0, ""prepared"": 2, ""other"": 0}","{""produce"": 0, ""grocery"": 3200, ""meat"": 0, ""dairy"": 3500, ""bakery"": 4700, ""beverages"": 0, ""household"": 0, ""personal_care"": 12500, ""frozen"": 0, ""prepared"": 9200, ""other"": 0}",,4890,"{""produce"": 0, ""grocery"": 290, ""meat"": 0, ""dairy"": 350, ""bakery"": 670, ""beverages"": 0, ""household"": 0, ""personal_care"": 2020, ""frozen"": 0, ""prepared"": 1560, ""other"": 0}",regular-3,regular,1,12.758942621724938,served,,
