method,profile,priority,payment_method,day_type,n_obs,distribution,params,ks_pvalue,ks_statistic,aic,bic,log_likelihood,x_seconds,density
param,deal_hunter,senior,cash,tipo_2,107,gamma,"[1.1449575651116295, 0.0, 75.50660735229337]",0.8964545654147602,0.054054554979924896,1173.1611892027365,1181.1796757061222,-583.5805946013683,,
param,deal_hunter,senior,cash,tipo_3,54,genpareto,"[-0.3345536365966986, 0.0, 159.55078046336882]",0.9312072705551961,0.07088047022676294,625.6833361536677,631.6502882933605,-309.84166807683386,,
param,express_basket,no_priority,card,tipo_1,4168,weibull_min,"[0.9713719532235234, 0.0, 124.01602564345929]",0.298679449823658,0.015050048052088205,48622.84270094612,48641.84827569642,-24308.42135047306,,
param,express_basket,no_priority,card,tipo_2,6766,weibull_min,"[0.897583139448672, 0.0, 92.50384026905627]",0.00034462823272291926,0.02528055711286914,75370.23622544044,75390.69522148847,-37682.11811272022,,
param,express_basket,no_priority,card,tipo_3,3678,gamma,"[0.8826355562556187, 0.0, 146.66557362585684]",0.006723854374525375,0.027778173271381212,43097.381937758466,43116.01231097396,-21545.690968879233,,
param,express_basket,no_priority,cash,tipo_1,1453,gamma,"[0.9110923788399259, 0.0, 129.62406832075305]",0.80203509823103,0.016768193670092635,16769.582522826844,16785.426679817556,-8381.791261413422,,
param,express_basket,no_priority,cash,tipo_2,2011,weibull_min,"[0.9388430898264912, 0.0, 103.26559060201684]",0.37960778857175104,0.020201209537518694,22782.15455287054,22798.973715039858,-11388.07727643527,,
param,express_basket,no_priority,cash,tipo_3,1137,gamma,"[0.8882844396470744, 0.0, 143.18858612648202]",0.38545513295382705,0.026702464348324906,13288.257199578864,13303.365645060116,-6641.128599789432,,
param,express_basket,pregnant,card,tipo_1,33,genpareto,"[-0.15078505818100027, 0.0, 67.3993430244443]",0.9844603789570683,0.07553869634740695,339.95013243604285,344.4396551204423,-166.97506621802142,,
param,express_basket,pregnant,card,tipo_2,75,lognorm,"[1.2061646195441267, 0.0, 42.65249158612045]",0.967463065437244,0.055056908877149646,809.9204721369925,816.8729364776015,-401.9602360684963,,
param,express_basket,pregnant,card,tipo_3,88,genpareto,"[-0.043066029783726784, 0.0, 113.18550996528543]",0.9225560592420188,0.05690352389669517,1006.7293868725328,1014.1613973159674,-500.3646934362664,,
param,express_basket,reduced_mobility,card,tipo_1,31,norm,"[101.53754098075423, 69.70941558006646]",0.7538356410145911,0.11619254870511014,355.1229836029374,357.99095801190765,-175.5614918014687,,
param,express_basket,reduced_mobility,card,tipo_2,53,genpareto,"[-0.045621190470751104, 0.0, 81.96872942197552]",0.9265422795211656,0.0721865341498712,574.2359130373169,580.1467887779733,-284.11795651865845,,
param,express_basket,reduced_mobility,card,tipo_3,39,lognorm,"[1.3021335559337754, 0.0, 32.49504359866784]",0.8807762462422394,0.09018366587114895,408.79435733953545,413.7850422779244,-201.39717866976773,,
param,express_basket,senior,card,tipo_1,40,norm,"[95.87753016930543, 74.37628688945969]",0.7535456159448607,0.10278703497002062,462.24605597089607,465.6238148791239,-229.12302798544803,,
param,express_basket,senior,card,tipo_2,101,lognorm,"[1.2949916639213654, 0.0, 34.77364429650728]",0.9460339780261066,0.05066568768224894,1061.7131137375668,1069.5584752880907,-527.8565568687834,,
param,express_basket,senior,card,tipo_3,120,weibull_min,"[0.993505306913251, 0.0, 90.7911066049321]",0.6937480871789281,0.06352863387057622,1328.7201710016864,1337.0826462300324,-661.3600855008432,,
param,express_basket,senior,cash,tipo_2,40,gamma,"[0.7073145195231888, 0.0, 84.86715667730728]",0.9759388595582013,0.0720535286263421,409.9483726640046,415.0150110263464,-201.9741863320023,,
param,express_basket,senior,cash,tipo_3,57,genpareto,"[-0.15527816201801145, 0.0, 116.50920434522797]",0.8567806124215124,0.077526081532315,644.7068832221358,650.8360370256395,-319.3534416110679,,
param,family_cart,no_priority,card,tipo_1,7818,genpareto,"[-0.13657415491319372, 0.0, 234.67996222315654]",0.11980413422496228,0.013395861803162323,98851.29579427077,98872.18834640984,-49422.647897135386,,
param,family_cart,no_priority,card,tipo_2,6059,weibull_min,"[1.091714216776599, 0.0, 171.39897484640233]",0.2508365081644397,0.01305532406553267,73989.29665989458,74009.42456004141,-36991.64832994729,,
param,family_cart,no_priority,card,tipo_3,8774,weibull_min,"[1.1497271347922169, 0.0, 225.4108014439508]",0.005999281452802813,0.018175351409699725,111542.26857784193,111563.50722208711,-55768.13428892096,,
param,family_cart,no_priority,cash,tipo_1,7737,weibull_min,"[1.0963037457984464, 0.0, 206.91492766454746]",0.10401558116851106,0.013800262185156398,97369.21396172515,97390.0752696088,-48681.606980862576,,
param,family_cart,no_priority,cash,tipo_2,6057,weibull_min,"[1.0991078367636666, 0.0, 175.3830884751304]",0.3129534980385904,0.012333586762777182,74205.92308686394,74226.04999658489,-37099.96154343197,,
param,family_cart,no_priority,cash,tipo_3,8697,weibull_min,"[1.173002733795769, 0.0, 225.76789091214323]",0.009195611637154344,0.017571009071437826,110416.54752318833,110437.75972344111,-55205.273761594166,,
param,family_cart,pregnant,card,tipo_1,33,weibull_min,"[1.2782912763947036, 0.0, 93.30003807222704]",0.6044452276172244,0.12822722506579165,364.1196200667905,368.60914275118995,-179.05981003339525,,
param,family_cart,pregnant,card,tipo_2,38,genpareto,"[-0.09484657219684955, 0.0, 124.8653337492806]",0.9992095592818971,0.05621941098275146,441.66158518080834,446.5743436599875,-217.83079259040417,,
param,family_cart,pregnant,card,tipo_3,164,genpareto,"[-0.1359015993832174, 0.0, 155.12449334385838]",0.807228280205649,0.04900958539929151,1943.9310813420593,1953.230680625532,-968.9655406710297,,
param,family_cart,pregnant,cash,tipo_1,35,gamma,"[1.3736177401897571, 0.0, 109.20725269763543]",0.8708841731629741,0.0963045268283943,424.76824974700725,429.4342939314755,-209.38412487350362,,
param,family_cart,pregnant,cash,tipo_2,30,lognorm,"[1.0156673136459264, 0.0, 94.39551071177749]",0.9847395618070304,0.07890819865981957,364.9186738524515,369.122265997438,-179.45933692622575,,
param,family_cart,pregnant,cash,tipo_3,141,weibull_min,"[1.1062976885293183, 0.0, 180.32132934069614]",0.859011999036287,0.04974127462237882,1739.6247023043638,1748.4709819754983,-866.8123511521819,,
param,family_cart,reduced_mobility,card,tipo_3,47,genpareto,"[-0.01254214651502115, 0.0, 137.2614197088475]",0.9864536887906177,0.06296645525436134,561.4784284618817,567.0288712670118,-277.73921423094083,,
param,family_cart,reduced_mobility,cash,tipo_3,51,weibull_min,"[1.1631126302418928, 0.0, 223.93846262480054]",0.965895596513693,0.06666400401265848,652.2600076920794,658.0554845902524,-323.1300038460397,,
param,family_cart,senior,card,tipo_1,49,genpareto,"[0.028787224667958265, 0.0, 125.78922404406396]",0.48484035117575974,0.11636898742188626,580.612673134142,586.2881340284739,-287.306336567071,,
param,family_cart,senior,card,tipo_2,54,weibull_min,"[1.2193584061847884, 0.0, 103.14003733264701]",0.7755932403009927,0.08702124796721869,604.5378349509896,610.5047870906824,-299.2689174754948,,
param,family_cart,senior,card,tipo_3,252,genpareto,"[-0.1694130342402161, 0.0, 182.14480213881848]",0.9492392157197463,0.032163044526898,3047.8359618430213,3058.4242491055556,-1520.9179809215107,,
param,family_cart,senior,cash,tipo_1,69,weibull_min,"[1.0217212177149566, 0.0, 124.32977355718346]",0.843923492499877,0.07178724766146741,808.3352834638007,815.0376029775924,-401.16764173190035,,
param,family_cart,senior,cash,tipo_2,44,weibull_min,"[1.0041993613139297, 0.0, 118.83234805778147]",0.9998582268273111,0.047652874634917186,514.2851482919539,519.6377171937087,-254.14257414597697,,
param,family_cart,senior,cash,tipo_3,327,genpareto,"[-0.03582312052069879, 0.0, 176.27869349606004]",0.7818890576656545,0.03580997367330596,4019.1031041093047,4030.4729846219966,-2006.5515520546523,,
param,regular,no_priority,card,tipo_1,15621,genpareto,"[-0.09269310632986764, 0.0, 201.33714280548978]",0.023337218284819303,0.01192505012557854,194090.2927298794,194113.2618442049,-97042.1463649397,,
param,regular,no_priority,card,tipo_2,11149,weibull_min,"[1.0807624442272041, 0.0, 163.5411347204129]",0.2311423702112464,0.009818900294196298,135196.9870797403,135218.9443950006,-67595.49353987015,,
param,regular,no_priority,card,tipo_3,10481,genpareto,"[-0.1572693969098104, 0.0, 229.57837861428675]",0.005038974724369427,0.016879151766903855,131625.87844576355,131647.65040388305,-65809.93922288177,,
param,regular,no_priority,cash,tipo_1,3076,genpareto,"[-0.1195630743624844, 0.0, 210.26666151313418]",0.6551935763523417,0.013169360817404774,38325.65975637346,38343.75391236534,-19159.82987818673,,
param,regular,no_priority,cash,tipo_2,2226,weibull_min,"[1.077170827904924, 0.0, 165.97971614296017]",0.9531560835755506,0.010852479848638574,27070.599435632408,27087.723320227913,-13532.299717816204,,
param,regular,no_priority,cash,tipo_3,2013,weibull_min,"[1.137251381942503, 0.0, 212.64353831974978]",0.6921784009623195,0.015774105379946113,25378.537871968943,25395.360016245864,-12686.268935984472,,
param,regular,pregnant,card,tipo_1,80,gamma,"[1.1801796658344015, 0.0, 91.61690101612977]",0.8138261501930136,0.06912093046505291,914.0094983378992,921.1555782419209,-454.0047491689496,,
param,regular,pregnant,card,tipo_2,62,genpareto,"[-0.06750362365601645, 0.0, 128.40418760879487]",0.9725098998034368,0.05923116543417767,723.6722200512456,730.053623206381,-358.8361100256228,,
param,regular,pregnant,card,tipo_3,149,genpareto,"[0.09054434893453728, 0.0, 133.2940208477989]",0.9508281529044389,0.041430806090363426,1788.9642561036633,1797.9760950214998,-891.4821280518316,,
param,regular,reduced_mobility,card,tipo_1,31,weibull_min,"[1.1111246437160407, 0.0, 110.08915155174915]",0.9176083100554547,0.09497125136172835,356.7764015516763,361.07836316513175,-175.38820077583816,,
param,regular,reduced_mobility,card,tipo_3,68,gamma,"[1.4232605703550878, 0.0, 83.65038180245638]",0.9813679677901367,0.05439208569626158,787.338977679437,793.9975007949653,-390.6694888397185,,
param,regular,senior,card,tipo_1,111,genpareto,"[-0.05823867565646698, 0.0, 117.22480288325471]",0.8448449697441449,0.05688818844792168,1272.6997797351028,1280.8283703390398,-633.3498898675514,,
param,regular,senior,card,tipo_2,76,genpareto,"[-0.10106357847886493, 0.0, 107.8436848333481]",0.8553805559692151,0.06754620674971518,854.102174276118,861.094374296977,-424.051087138059,,
param,regular,senior,card,tipo_3,292,genpareto,"[-0.1902779909049394, 0.0, 180.68040427738146]",0.9668646499308263,0.028441577753626324,3513.7678756576897,3524.7981370644948,-1753.8839378288449,,
param,regular,senior,cash,tipo_3,86,gamma,"[1.1551095703040801, 0.0, 109.68834590509249]",0.44925811170327745,0.0909324392594339,1009.7145894786597,1017.0776313674203,-501.85729473932986,,
param,self_checkout_fan,no_priority,card,tipo_1,2100,genpareto,"[-0.11067487347462804, 0.0, 205.81879493003322]",0.9873676558582078,0.009744969303077666,26114.548726895817,26131.49780476695,-13054.274363447908,,
param,self_checkout_fan,no_priority,card,tipo_2,2278,gamma,"[0.9445852381806271, 0.0, 149.8191576437352]",0.6753095193414766,0.01504311153892579,27120.32362647534,27137.516785907363,-13557.16181323767,,
param,self_checkout_fan,no_priority,card,tipo_3,1574,genpareto,"[-0.07446647319986312, 0.0, 206.62840599535292]",0.20859928881423584,0.026684198323191854,19701.321674844396,19717.40580113133,-9847.660837422198,,
param,self_checkout_fan,no_priority,cash,tipo_1,107,weibull_min,"[0.9635008939798284, 0.0, 166.2298613481726]",0.8951719000737516,0.0541600759379863,1317.5749805110684,1325.593467014454,-655.7874902555342,,
param,self_checkout_fan,no_priority,cash,tipo_2,91,weibull_min,"[0.9286692518641022, 0.0, 134.5180575716135]",0.9849128857075761,0.046288076105949594,1085.1292941350862,1092.6618726546367,-539.5646470675431,,
param,self_checkout_fan,no_priority,cash,tipo_3,73,genpareto,"[-0.17004781350791204, 0.0, 260.0824169910971]",0.9117923614391654,0.06350881122616614,939.0787996832136,945.9501780066587,-466.5393998416068,,
param,self_checkout_fan,senior,card,tipo_3,53,genpareto,"[0.19379345428212125, 0.0, 91.75185966038015]",0.889698832668103,0.07679253051804566,611.565422630546,617.4762983712023,-302.782711315273,,
param,weekly_planner,no_priority,card,tipo_1,11639,weibull_min,"[1.119108883479019, 0.0, 200.5933331903073]",0.10160185944357802,0.011299583503492583,145521.52562182766,145543.6119722485,-72757.76281091383,,
param,weekly_planner,no_priority,card,tipo_2,8845,genpareto,"[-0.08669908210805605, 0.0, 177.3397531887399]",0.08696814521244267,0.013294020644406657,107762.3036225849,107783.5664454047,-53878.15181129245,,
param,weekly_planner,no_priority,card,tipo_3,13899,weibull_min,"[1.1531364481230753, 0.0, 216.91808472077577]",0.00047685858221030274,0.017310198242895924,175581.2519843844,175603.87070090667,-87787.6259921922,,
param,weekly_planner,no_priority,cash,tipo_1,6307,genpareto,"[-0.1449534571466053, 0.0, 222.83363300375822]",0.26163810522833997,0.01266477318097775,78988.20883405086,79008.45708027085,-39491.10441702543,,
param,weekly_planner,no_priority,cash,tipo_2,4854,genpareto,"[-0.1032808254915729, 0.0, 178.12375701787275]",0.3890461923916003,0.012922117199522687,59022.85183994498,59042.31451510384,-29508.42591997249,,
param,weekly_planner,no_priority,cash,tipo_3,7560,weibull_min,"[1.1521282981105543, 0.0, 218.20760958280204]",0.0007215394096351568,0.02287435678924321,95602.10224493865,95622.89412434617,-47798.051122469325,,
param,weekly_planner,pregnant,card,tipo_1,54,genpareto,"[0.09390662697539708, 0.0, 112.71007920826196]",0.9144103088278505,0.0731506557379358,634.4223177931559,640.3892699328487,-314.21115889657796,,
param,weekly_planner,pregnant,card,tipo_2,56,genpareto,"[-0.257157809571201, 0.0, 152.52137737058348]",0.9799103727546208,0.06017689584431396,652.2564652621655,658.332520334371,-323.12823263108277,,
param,weekly_planner,pregnant,card,tipo_3,229,genpareto,"[-0.04728506670714391, 0.0, 152.9819578721142]",0.9796189512439565,0.030425182527377026,2746.230020766933,2756.531186777596,-1370.1150103834666,,
param,weekly_planner,pregnant,cash,tipo_3,105,weibull_min,"[1.0511472473709556, 0.0, 146.02843352576218]",0.9425278254606655,0.05012662880416863,1258.1004872468668,1266.0623682973394,-626.0502436234334,,
param,weekly_planner,reduced_mobility,card,tipo_3,77,weibull_min,"[1.0339958230892063, 0.0, 181.91440528235216]",0.9345111835904586,0.059301641133379435,959.2401230080484,966.2715392736094,-476.6200615040242,,
param,weekly_planner,reduced_mobility,cash,tipo_3,62,genpareto,"[-0.05921210112485277, 0.0, 117.06087174995119]",0.9974667693519363,0.0480867459719313,713.2317510833589,719.6131542384942,-353.61587554167943,,
param,weekly_planner,senior,card,tipo_1,97,weibull_min,"[0.9807036640301019, 0.0, 106.3954363237847]",0.9673632185667663,0.04862560757879017,1107.0262832165909,1114.750416152101,-550.5131416082954,,
param,weekly_planner,senior,card,tipo_2,72,genpareto,"[-0.11684092104895019, 0.0, 126.37205826115792]",0.8540972987436612,0.06945474857586492,830.0240634031862,836.8540617602343,-412.0120317015931,,
param,weekly_planner,senior,card,tipo_3,459,genpareto,"[-0.09881890887783654, 0.0, 166.41713021896922]",0.766862529245419,0.030731284725423136,5528.393018593244,5540.780169223426,-2761.196509296622,,
param,weekly_planner,senior,cash,tipo_1,46,weibull_min,"[1.009552273887142, 0.0, 106.19069777903668]",0.5608261649262127,0.11303136096622629,526.8277424262552,532.3136666157225,-260.4138712131276,,
param,weekly_planner,senior,cash,tipo_2,46,weibull_min,"[1.1122451079238256, 0.0, 123.07766274519491]",0.9601870895965708,0.0713409669584836,536.4258894246997,541.9118136141669,-265.21294471234984,,
param,weekly_planner,senior,cash,tipo_3,283,weibull_min,"[1.0978148769824754, 0.0, 160.29148927155762]",0.8839104936270212,0.034188652438902345,3422.559720258302,3433.496060951232,-1708.279860129151,,
